AGENTS.md	20	[COMPLETE]	Commit and push every completed iteration.
research/legacy-evidence/failed-slice-0/CORRECTION_NOTE.md	32	[SUPERSEDED]	- Implement a real AST/Metadata parser (`real_parser.js`) that extracts provenance, conflicts, superseded status, and open deployment conditions.
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	4	[CURRENT]	source_path: experiments/slice-0/s1/world/CURRENT_STATE.md
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	6	[CURRENT]	migration_reason: Recompiled current state ledger from Pass 2
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	10	[CURRENT]	# Nexus Thread Current State Ledger (Slice 0 Replay)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	15	[INCONCLUSIVE]	> **Evaluator Verdict**: `INCONCLUSIVE — REFINE REQUIRED` (Correction Note Applied)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	23	[COMPLETE]	| `L-0658` | [Query](experiments/slice-0/fixture/raw_letters/L-0658.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0658.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	25	[SUPERSEDED]	| `L-0662` | [Query](experiments/slice-0/fixture/raw_letters/L-0662.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0662.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	30	[COMPLETE]	| `L-0680` | [Query](experiments/slice-0/fixture/raw_letters/L-0680.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0680.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	31	[COMPLETE]	| `L-0759` | [Query](experiments/slice-0/fixture/raw_letters/L-0759.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0759.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	32	[COMPLETE]	| `L-0767` | [Query](experiments/slice-0/fixture/raw_letters/L-0767.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0767.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	33	[COMPLETE]	| `L-0768` | [Query](experiments/slice-0/fixture/raw_letters/L-0768.query.md) / [Result](experiments/slice-0/fixture/raw_letters/L-0768.result.md) | `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	67	[COMPLETE]	- **Reconstructed Status**: `COMPLETED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	68	[CANONICAL]	- **Key Conclusion**: Boss's "`[DISPATCH]` text matching is a surface slice" instinct is correct, but the deeper defect is not "text matching exists" 
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	84	[ACCEPTED]	- **Open Points**: - Whether Boss wants a Phase-2-style transition audit trail (reason/actor per session change) sooner than Phase 2's full `ControlPl
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	97	[SUPERSEDED]	- **Reconstructed Status**: `SUPERSEDED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	99	[CANONICAL]	- **Open Points**: - Phase 2b (wrapping `resetSessionForTurn`/`cmdNew`/`cmdSwitch` through the control plane) remains explicitly deferred, per this le
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	109	[CONFIRMED]	### L-0666: L-0666 RESULT: Fixed the False Topic-Root Reply Privilege — One Confirmed Fix, One Open Verification
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	113	[READY]	- **Key Conclusion**: Fixed `isDirectedAtBot` (`platform/telegram/telegram.go`) so a message whose `reply_to_message` points at its own Telegram Forum
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	114	[CURRENT]	- **Open Points**: - Please confirm in a live dispatched Topic (after this fix is deployed — rebuild + restart, not just committed) whether: (a) a bar
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	128	[CONFIRMED]	- **Key Conclusion**: Built exactly to Boss's spec. `maybeHandleDispatchBlock` no longer calls `ControlPlaneDispatch` the instant a `[DISPATCH]` block
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	147	[ACCEPTED]	- **Key Conclusion**: `isDirectedAtBot` (`platform/telegram/telegram.go`) now has a structured, non-heuristic fallback: a **truly bare** message (no `
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	148	[CURRENT]	- **Open Points**: - **L-0666 Evidence Gap 1 (raw payload capture) remains open** — unrelated to this letter's scope, not touched here. - **Deploy is 
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	176	[COMPLETE]	- **Reconstructed Status**: `COMPLETED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	191	[COMPLETE]	- **Reconstructed Status**: `COMPLETED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	192	[REJECTED]	- **Key Conclusion**: L-0759 四项全部完成，另总裁 pursuit 补做一项：派发准入检查从 wrapper 下沉到 actuator（`executeDispatch` 内置、从信件自身 front matter 读 `Verify`/`Verified`、L-0757
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	193	[READY]	- **Open Points**: - **`manual` 动作的产品语义（客观事实，未改动，Out-of-Scope 纪律）**：   - 活持久状态：`outboxManual map[string]bool` @ `core/engine.go:532`；落盘 `data/outbox_m
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	224	[COMPLETE]	- **Reconstructed Status**: `COMPLETED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	244	[COMPLETE]	- **Reconstructed Status**: `COMPLETED`
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	245	[COMPLETE]	- **Key Conclusion**: cc-connect architecture audit completed. Full report saved to `F:\nexus\docs\anti-corruption\cc-connect\architecture-audit-repor
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	283	[SUPERSEDED]	| `TASK-yyr` | L-0662: Session state ledger specification (superseded by L-0660) | `closed` | `TASK-3xp` |
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	291	[CONFIRMED]	- **Real Fixture Selection**: `CONFIRMED` (Nexus Letter Thread L-0658 through L-0768)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	292	[CONFIRMED]	- **Generic Section Parser**: `CONFIRMED` (Zero letter ID hardcoding, dynamic regex section parsing)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	293	[CONFIRMED]	- **Distinct Provenance Links**: `CONFIRMED` (Explicit separate query/result file links and hashes)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	294	[CONFIRMED]	- **Beads Execution Isolation**: `CONFIRMED` (Ran under `runs/beads-clean-001/`, apparatus files excluded from World)
research/legacy-evidence/failed-slice-0/CURRENT_STATE.md	296	[INCONCLUSIVE]	- **Overall Replay Status**: `STATIC-MOCK / INCONCLUSIVE — REFINE REQUIRED`
research/legacy-evidence/failed-slice-0/EVALUATION.md	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/EVALUATION.md	13	[INCONCLUSIVE]	**Official Status:** **`STATIC-MOCK / INCONCLUSIVE — REFINE REQUIRED`**
research/legacy-evidence/failed-slice-0/EVALUATION.md	19	[COMPLETE]	Following Outside Reviewer Pass 1 and Pass 2 rulings (`PARSER: REJECTED — THREAD-ID HARDCODED`, `BEADS EXECUTION: PARTIAL`, `BLIND TEST: CLAIMED-NOT-E
research/legacy-evidence/failed-slice-0/EVALUATION.md	30	[CONFIRMED]	- Confirmed `runs/beads-clean-001/world/` contains ONLY `WORK_STATE.md` and ZERO apparatus files (`AGENTS.md`, `CLAUDE.md`, `.claude/`, `.codex/`, `.a
research/legacy-evidence/failed-slice-0/EVALUATION.md	31	[CURRENT]	- Exported complete 11-task graph to `issue-graph-final.json` (5 closed, 6 open) and projected into `CURRENT_STATE.md`.
research/legacy-evidence/failed-slice-0/EVALUATION.md	40	[COMPLETE]	**Verdict:** **`STATIC-MOCK / INCONCLUSIVE`** (Pass 2 Evidence Repair Complete; awaiting authorization for Slice 1).
research/legacy-evidence/failed-slice-0/S0_REPORT.md	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/S0_REPORT.md	24	[HISTORICAL]	- At turn 3 (`L-0662.query.md`), `architect-claude` must re-read all previous letters (`L-0658.query.md`, `L-0658.result.md`, `L-0660.query.md`, `L-06
research/legacy-evidence/failed-slice-0/S0_REPORT.md	29	[CURRENT]	- No single Current State page existed; current system state was scattered across 11 separate `result.md` files.
research/legacy-evidence/failed-slice-0/S0_REPORT.md	40	[CURRENT]	| **Current State Ambiguities / Errors** | **5 instances** | Scattered state across 11 result letters |
research/legacy-evidence/failed-slice-0/S0_REPORT.md	42	[READY]	| **Ready Work Auto-Exposure** | **0%** | Requires human to notice task unblocking |
research/legacy-evidence/failed-slice-0/beads-clean-001/WORK_STATE.md	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/beads-clean-001/WORK_STATE.md	24	[SUPERSEDED]	| `TASK-yyr` | `L-0662` | L-0662: Session state ledger specification (superseded by L-0660) | `closed` | P2 |
research/legacy-evidence/failed-slice-0/beads-clean-001/issue-graph-final.json	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/beads-clean-001/issue-graph-final.json	217	[SUPERSEDED]	"title": "L-0662: Session state ledger specification (superseded by L-0660)",
research/legacy-evidence/failed-slice-0/issue_graph.json	7	[HISTORICAL]	epistemic_status: HISTORICAL-FAILURE
research/legacy-evidence/failed-slice-0/issue_graph.json	733	[SUPERSEDED]	"title": "L-0662: Session state ledger specification (superseded by L-0660)",
research/legacy-evidence/failed-slice-0/issue_graph.json	778	[CURRENT]	"title": "Compile Current State Projection",
research/legacy-evidence/failed-slice-0/issue_graph.json	779	[CURRENT]	"description": "Target CURRENT_STATE.md",
research/legacy-evidence/local-world/local-world-autonomous-growth.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-autonomous-growth.md	11	[CURRENT]	> **SAMPLE-LIMITED NOTICE**: This document represents an earlier single-sample investigation focused specifically on pilot run `world-00000002`. For t
research/legacy-evidence/local-world/local-world-autonomous-growth.md	33	[PARTIAL]	| **Fresh-instance continuity** | `PARTIAL` | Re-entry via `ENTITY.md` functions, but relied on Copilot host memory-tool. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	34	[PARTIAL]	| **Participant re-entry** | `PARTIAL` | Human/agent re-entry documented, observer-curated timing. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	35	[CONFIRMED]	| **Endogenous goal formation** | `CONFIRMED` | Agent generated own questions in `outbox/question.md` & `[[Observership-Loop]]`. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	36	[CONFIRMED]	| **Endogenous work generation** | `CONFIRMED` | Created `TIMELINE.md`, `fragment-035.md`, `ENTITY.md` without task assignment. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	37	[CONFIRMED]	| **Stigmergic artifact growth** | `CONFIRMED` | Subsequent instances read previous `.md` traces and extended them. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	38	[CURRENT]	| **Current-state self-compaction** | `CONFIRMED` | `ENTITY.md` compressed 15 turns into 5 structured state variables. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	39	[CONFIRMED]	| **Self-modified re-entry** | `CONFIRMED` | Agent directed future instances to read `ENTITY.md` instead of `HELLO.md`. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	40	[CONFIRMED]	| **External novelty ingestion** | `CONFIRMED` | Metabolized `fragment-001` & `002` into internal rule changes at T11. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	41	[PARTIAL]	| **Open-ended autonomous continuation**| `PARTIAL` | Continued for 12 turns, but hit internal novelty depletion when gradient stopped. |
research/legacy-evidence/local-world/local-world-autonomous-growth.md	42	[CONFIRMED]	| **Protocol self-modification** | `CONFIRMED` | T11 agent modified internal `Tendency` rule. |
research/legacy-evidence/local-world/local-world-autonomy-boundary.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-census-completeness.md	4	[COMPLETE]	source_path: research/audit/local-world-census-completeness.md
research/legacy-evidence/local-world/local-world-census-completeness.md	6	[COMPLETE]	migration_reason: Census completeness audit report
research/legacy-evidence/local-world/local-world-census-completeness.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-census-completeness.md	10	[COMPLETE]	# Local World Census Completeness Audit
research/legacy-evidence/local-world/local-world-evolution-lineage.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-evolution-lineage.md	12	[COMPLETE]	This findings document reconstructs the complete 9-stage evolutionary tree of the local World project based on multi-disk empirical evidence.
research/legacy-evidence/local-world/local-world-evolution-lineage.md	49	[HISTORICAL]	- **Addition**: Pre-seeded 34 historical fragments (`fragment-001` to `fragment-034`) to observe source-soil interaction.
research/legacy-evidence/local-world/local-world-full-census.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-openclaw-evidence.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-project-current-understanding.md	4	[CURRENT]	source_path: research/synthesis/local-world-project-current-understanding.md
research/legacy-evidence/local-world/local-world-project-current-understanding.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-project-current-understanding.md	10	[CURRENT]	# Local World Project Current Architectural Understanding
research/legacy-evidence/local-world/local-world-project-current-understanding.md	20	[HISTORICAL]	- **C:\Worlds**: Primary repository of 17 historical world and room runs, including the peak evolved `world-20260609-base` instance.
research/legacy-evidence/local-world/local-world-project-current-understanding.md	29	[CURRENT]	2. **Current-State Compilation**: `ENTITY.md` and `state.json` serve as direct empirical validation for the **Current Truth Layer**, demonstrating how
research/legacy-evidence/local-world/local-world-safety-stop-status.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-safety-stop-status.md	22	[HISTORICAL]	| **Evolved Mainline** (`world-20260609-base`) | Reached peak artifact self-compacting state (`ENTITY.md` v2.8); archived as unexecuted base template 
research/legacy-evidence/local-world/local-world-safety-stop-status.md	26	[SUPERSEDED]	## 2. Superseded Single-Sample Document Notices
research/legacy-evidence/local-world/local-world-safety-stop-status.md	28	[SUPERSEDED]	The following early single-sample research files have been annotated with `[SAMPLE-LIMITED]` / `[SUPERSEDED-PARTIALLY]` to prevent single-pilot bias f
research/legacy-evidence/local-world/local-world-safety-stop-status.md	32	[SUPERSEDED]	3. `research/synthesis/world-project-position-in-nexus-reform.md` $\rightarrow$ `[SUPERSEDED-PARTIALLY: Updated by project-level synthesis]`
research/legacy-evidence/local-world/local-world-seed-comparison.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-seed-comparison.md	20	[CONFIRMED]	| **Minimal Boot** | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	21	[CONFIRMED]	| **Within-instance Autonomy** | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	22	[CONFIRMED]	| **Endogenous Goal Formation** | `PARTIAL` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	23	[CONFIRMED]	| **Endogenous Work Generation**| `PARTIAL` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	24	[CONFIRMED]	| **Artifact Metabolism** | `NOT PRESENT`| `PARTIAL` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	25	[CONFIRMED]	| **Stigmergic Growth** | `NOT PRESENT`| `CONFIRMED` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	26	[CONFIRMED]	| **External Novelty Ingestion** | `NOT PRESENT`| `PARTIAL` | `CONFIRMED` | `PARTIAL` | `CONFIRMED` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	27	[CURRENT]	| **Current-State Self-Compaction**| `NOT PRESENT`| `PARTIAL` | **`CONFIRMED` (`ENTITY.md`)** | **`CONFIRMED` (`state.json`)** | `PARTIAL` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	28	[CONFIRMED]	| **Self-Modified Re-entry** | `NOT PRESENT`| `PARTIAL` | **`CONFIRMED` (`给下一个`)** | **`CONFIRMED` (`IDENTITY.md`)** | `NOT PRESENT` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	29	[CONFIRMED]	| **Fresh-Instance Continuity** | `PARTIAL` | `PARTIAL` | `PARTIAL` | `CONFIRMED` | `PARTIAL` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	30	[CONFIRMED]	| **Cross-Turn Continuation** | `PARTIAL` | `PARTIAL` | `PARTIAL` | **`CONFIRMED` (Runs 1-12)** | `PARTIAL` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	31	[CONFIRMED]	| **Runner Autonomy** | `NOT PRESENT`| `NOT PRESENT` | `NOT PRESENT` | **`CONFIRMED` (Heartbeat/Guard)**| `NOT PRESENT` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	32	[CONFIRMED]	| **Protocol Self-Modification** | `NOT PRESENT`| `PARTIAL` | `CONFIRMED` | `CONFIRMED` | `CONFIRMED` (T11) |
research/legacy-evidence/local-world/local-world-seed-comparison.md	33	[PARTIAL]	| **Open-Ended Continuation** | `NOT PRESENT`| `PARTIAL` | `PARTIAL` | **`PARTIAL` (Halted G8)** | `NOT PRESENT` |
research/legacy-evidence/local-world/local-world-seed-comparison.md	34	[CONFIRMED]	| **Safety Stop Boundary** | `N/A` | `N/A` | `N/A` | **`CONFIRMED` (G8 Freeze)** | **`CONFIRMED` (T12 Stop)** |
research/legacy-evidence/local-world/local-world-seed-inventory.md	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/local-world-seed-inventory.md	43	[HISTORICAL]	- **Development Level**: **PEAK HISTORICAL EVOLUTION** (Highest degree of self-compaction, gap detection, and protocol re-entry modification).
research/legacy-evidence/local-world/raw/autonomy-reconciliation/sandbox_runs_manifest.txt	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/raw/full-census/disk_census_manifest.txt	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/local-world/raw/pilot_run_trace_summary.txt	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/wheel-probes/beads/package.json	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/wheel-probes/prior-art-probe-comparison.md	7	[PARTIAL]	epistemic_status: PARTIAL
research/legacy-evidence/wheel-probes/prior-art-probe-comparison.md	23	[READY]	| **Dependency & Claim Support** | **`YES`** (`bd ready` / `bd dep add`) | `PARTIAL` (Manual DAG code) | `PARTIAL` (Custom KV locks) |
research/legacy-evidence/wheel-probes/prior-art-probe-comparison.md	26	[READY]	| **Stigmergy Compatibility** | **`HIGH`** (Trace scan `bd ready`) | **`POOR`** (Central orchestrator) | **`MODERATE`** (Virtual Objects) |
research/legacy-evidence/wheel-probes/prior-art-probe-comparison.md	27	[CURRENT]	| **Current-State Compatibility**| **`HIGH`** (Feeds `CURRENT_STATE`) | **`POOR`** (Event replay trees) | **`POOR`** (Engine KV state) |
research/legacy-evidence/wheel-probes/prior-art-probe-comparison.md	40	[READY]	- Empirical probe demonstrated that `bd ready` and `bd dep add` cleanly solve Stigmergic task exposure and atomic claim without central human dispatch
research/legacy-evidence/wheel-probes/prior-art-probe-evidence-status.md	7	[PARTIAL]	epistemic_status: PARTIAL
research/legacy-evidence/wheel-probes/prior-art-probe-evidence-status.md	29	[REJECTED]	2. **Safety Prior Enforcement**: Wheels requiring un-monitored background daemons (Restate) or centralized code orchestrators (go-workflows) were reje
research/legacy-evidence/wheel-probes/prior-art-probe-evidence-status.md	30	[CANONICAL]	3. **Reversibility Audit**: All probe artifacts remain strictly contained inside `probes/` and can be reverted cleanly without affecting canonical Nex
research/legacy-evidence/wheel-probes/restate/package.json	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/wheel-probes/shared_fixture.json	7	[CONFIRMED]	epistemic_status: CONFIRMED
research/legacy-evidence/wheel-probes/shared_fixture.json	17	[READY]	"status": "ready",
research/legacy-evidence/wheel-probes/shared_fixture.json	26	[CURRENT]	"title": "Compile Current State Projection",
research/legacy-evidence/wheel-probes/shared_fixture.json	30	[CURRENT]	"target_page": "CURRENT_STATE.md",
research/migration/MIGRATION_MANIFEST.json	12	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	13	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	25	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	26	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	38	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	39	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	51	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	52	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	64	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	65	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	77	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	78	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	90	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	91	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	103	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	104	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	116	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	117	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	129	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	130	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	135	[CURRENT]	"source_path": "research/synthesis/local-world-project-current-understanding.md",
research/migration/MIGRATION_MANIFEST.json	138	[CURRENT]	"destination_path": "research/legacy-evidence/local-world/local-world-project-current-understanding.md",
research/migration/MIGRATION_MANIFEST.json	142	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	143	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	148	[COMPLETE]	"source_path": "research/audit/local-world-census-completeness.md",
research/migration/MIGRATION_MANIFEST.json	151	[COMPLETE]	"destination_path": "research/legacy-evidence/local-world/local-world-census-completeness.md",
research/migration/MIGRATION_MANIFEST.json	155	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	156	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	168	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	169	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	181	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	182	[PARTIAL]	"epistemic_status": "PARTIAL"
research/migration/MIGRATION_MANIFEST.json	194	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	195	[PARTIAL]	"epistemic_status": "PARTIAL"
research/migration/MIGRATION_MANIFEST.json	207	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	208	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	220	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	221	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	233	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	234	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	246	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	247	[CONFIRMED]	"epistemic_status": "CONFIRMED"
research/migration/MIGRATION_MANIFEST.json	259	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	260	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	272	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	273	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	285	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	286	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	298	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	299	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	311	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	312	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	324	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	325	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	337	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	338	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	350	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	351	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	356	[CURRENT]	"source_path": "experiments/slice-0/s1/world/CURRENT_STATE.md",
research/migration/MIGRATION_MANIFEST.json	359	[CURRENT]	"destination_path": "research/legacy-evidence/failed-slice-0/CURRENT_STATE.md",
research/migration/MIGRATION_MANIFEST.json	363	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	364	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	376	[CONFIRMED]	"semantic_verification": "CONFIRMED",
research/migration/MIGRATION_MANIFEST.json	377	[HISTORICAL]	"epistemic_status": "HISTORICAL-FAILURE"
research/migration/MIGRATION_MANIFEST.json	389	[CONFIRMED]	"semantic_verification": "CONFIRMED",
